a,b
1,0.99996006
0.984806727,0.9996537
1,0.9999945
1,0.9999988
1,0.99999046
0.984994094,0.99830675
0.898686661,0.9993319
0.98678701,0.9979127
0.936454085,0.9999522
0.972547046,0.99826556
1,0.9999734
0.976690606,0.9931258
0.969558619,0.9999795
1,0.9999981
0.949279527,0.999602
0.925818405,0.99951696
1,0.9999963
0.896578678,0.5085598
0.002525363,1.04E-05
0.935698296,0.9997743
0.877877773,0.8872503
0.927363769,0.9998863
0.984020146,0.99767333
1,0.9999974
0.967067001,0.99792385
0.976287745,0.99917597
0.000228916,0.000340281
0.934873714,0.9950977
1,0.9999896
1,0.99999106
0.858856237,0.9963546
0.958396619,0.99533314
0.948769844,0.9979557
0.970521815,0.999263
0.967905243,0.9997396
0.901201887,0.921008
0.940328053,0.95874065
0.987986444,0.9999943
0.992954043,0.9992853
0.963757712,0.99417204
1,0.99997306
1,0.9999995
1,0.9999963
1,0.99997544
0.969629092,0.99932086
1,0.9999981
0.955000654,0.89575756
0.967423615,0.9598593
1,0.99998546
0.958092829,0.99840957
0.946242339,0.99381655
0.954639856,0.99965537
0.967495805,0.99313366
0.912494763,0.9580211
0.939743969,0.99865866
1,0.99999034
0.983732188,0.9896973
1,0.9999956
0.935631953,0.99916756
0.944771034,0.9999597
0.921957273,0.9404694
0.895678263,0.859585
0.949783357,0.999273
0.927692716,0.99984384
1,0.99999785
0.965047814,0.9990351
0.980309146,0.9982327
0.973938465,0.9836003
1,0.99998
0.824663056,0.9617046
0.976833561,0.9999201
0.956940309,0.99667215
1,0.9999862
0.984823345,0.9999275
0.937430195,0.997837
1,0.9999943
1,0.99998236
1,0.9999994
0.943721201,0.9406494
0.997860488,0.9998647
0.968650155,0.99915254
0.937302153,0.9927946
0.970387787,0.9996012
0.911389428,0.9889631
0.92893586,0.968403
0.98607794,0.99964106
0.930802827,0.97811836
1,0.99992394
1,0.99999976
0.988466057,0.99416214
0.965943466,0.9993548
0.95782358,0.98527086
1,0.999943
0.944391843,0.9634039
0.925654963,0.50225353
0.973378513,0.99858934
0.933526772,0.997971
0.983845291,0.99998176
1,0.9999943
1,0.99998736
0.922635095,0.99373335
0.917017013,0.99924916
0.928220376,0.9997708
0.913322546,0.96432185
0.967257332,0.9999573
0.944510857,0.9955907
1,0.99978703
0.918391705,0.9730093
0.945526543,0.9976701
0.802054877,0.9040997
0.981253478,0.998589
0.943544342,0.9945838
0.868756217,0.9912812
0.959993201,0.99952316
1,0.99995446
0.925691278,0.9970464
1,0.99999964
0.97824942,0.99973005
0.971830719,0.999283
0.973016883,0.999757
1,0.9999864
1,0.99985754
0.88588215,0.9801282
0.941021986,0.9990669
0.914197402,0.6784747
1,0.9999925
0.966360288,0.9942901
1,0.9999815
0.968476827,0.9994456
0.963781392,0.9990576
0.93003312,0.99749136
0.922220706,0.9978946
0.917820097,0.9988926
0.906246199,0.99844664
1,0.99999785
0.962597075,0.9966606
1,0.99991333
0.967010808,0.9999666
0.901821145,0.99766797
0.944326764,0.9812274
1,0.99969065
1,0.99999964
0.932014959,0.9995128
0.989055162,0.99992716
1,0.9999999
0.972258628,0.99978083
0.929489326,0.8357377
0.97336555,0.998988
0.954799172,0.99914706
1,0.9999974
0.992365906,0.99992394
0.95781194,0.9998529
0.942703996,0.7298347
0.954621194,0.9969819
0.955074881,0.98871326
1,0.998958
0.878341713,0.98737353
0.935053038,0.987331
0.955972855,0.99932146
1,0.99994767
0.967964619,0.9997342
0.939791616,0.9937954
0.942541718,0.89245313
0.916944716,0.9443405
0.000571579,0.006540489
0.949592644,0.9646204
0.971112318,0.9977469
0.950302,0.9991616
0.878368147,0.9759335
0.958579034,0.9985996
0.945598043,0.9985543
1,0.9999988
0.972869103,0.99997103
0.928223584,0.9957469
0.960546043,0.99696153
1,0.99995923
1,0.9999994
1,0.9999963
1,0.9999747
1,0.99952745
0.913776284,0.9529544
0.94682372,0.9913584
0.932248313,0.9936212
0.916232609,0.9514905
0.948765342,0.9995572
1,0.9999975
0.916406233,0.8280453
0.949910084,0.9991399
0.955427543,0.99138993
0.916943315,0.5629136
0.942042839,0.961006
0.925911872,0.99563015
0.934068393,0.9996495
0.974363614,0.99897563
1,0.9999963
0.89907198,0.9985322
1,0.99999714
0.95775606,0.9978625
0.942136288,0.9662229
0.882848113,0.8919356
1,0.9995165
0.983761278,0.9999865
0.967439745,0.9997744
1,0.99982625
0.950042088,0.9996375
0.960197952,0.998409
0.764787609,0.79514015
0.971232588,0.99982506
1,0.9999006
0.898488463,0.9273971
0.975067473,0.99953675
0.949534665,0.89707255
0.945186097,0.99878865
0.89761602,0.99992573
0.934040399,0.9998192
0.959911389,0.97878265
0.921377341,0.99943274
0.853545318,0.4372014
1,0.99977165
0.972264177,0.9999045
0.929706613,0.9999658
0.954001085,0.99761415
0.964782276,0.9966769
0.841757697,0.9956474
0.909195253,0.98879355
0.93563354,0.99673814
0.995068903,0.99962926
0.981455398,0.9999012
0.985483345,0.9961081
0.973542761,0.98808694
0.934127148,0.9993668
0.961333281,0.9989718
0.956820461,0.9833731
0.963210248,0.9948965
0.875929743,0.7108901
1,0.9999964
1,0.9999956
0.953511356,0.9991697
1,0.9996407
1,0.9999958
1,0.99999905
0.919501955,0.4613933
0.937340438,0.99007565
1,0.9999596
0.987481148,0.99994195
0.956038991,0.99170834
1,0.9999957
0.908146671,0.9738874
1,0.999998
0.903880025,0.10138608
0.936528252,0.97611123
1,0.99999964
0.967890836,0.99837697
1,0.9999993
1,0.9999175
1,0.99999964
1,0.9999995
1,0.9999945
0.885516832,0.9603164
0.942700051,0.98775476
1,0.99997485
1,0.9999893
1,0.9999956
0.9268988,0.9976246
1,0.99973196
0.909584838,0.8159548
0.88120819,0.97918314
0.923559319,0.9832978
1,0.99999666
0.845724681,0.94825584
0.981571853,0.99137574
0.878341805,0.9998878
0.953008392,0.9982823
1,0.99998367
0.957549931,0.9996674
1,0.99998343
0.944707104,0.9973297
1,0.9999989
0.959407907,0.99558556
0.988701648,0.9996425
1,0.99999785
1,0.9999378
1,0.99999774
0.853474649,0.9497087
0.00232589,0.000106886
1,0.999995
1,0.99999666
0.984428926,0.9999577
0.954655771,0.9999192
0.92757505,0.99510056
0.921846914,0.9972172
0.966376651,0.9998517
0.997074827,0.99999595
0.954946647,0.99942195
0.929309295,0.9979481
0.955461405,0.98671186
0.971850524,0.9998349
0.959233354,0.99964523
0.984317022,0.9999813
0.927452868,0.9985039
1,0.9998871
0.952352781,0.9998895
0.955806774,0.9993069
1,0.9999732
0.992072691,0.9998012
1,0.99997854
1,0.999961
0.897670136,0.9846891
1,0.99999344
0.944400619,0.99846137
0.975260572,0.99993086
0.934158012,0.99156606
0.952210345,0.99893266
1,0.9997352
0.922012276,0.98979
0.919000711,0.8426814
0.975452831,0.9992367
0.911556348,0.5128826
1,0.99999523
0.924917585,0.9967417
0.925452351,0.97788006
0.925850699,0.9360284
0.980666703,0.99946064
1,0.9999989
0.963579564,0.9990583
0.975461031,0.9996618
0.935858001,0.9996032
1,0.9999647
0.929908599,0.9921388
0.88372734,0.6802769
1,0.9999999
0.960733922,0.99981064
0.893171771,0.93662727
1,0.9999913
0.966877082,0.9994634
0.974152479,0.99662614
0.897793981,0.9907905
0.963389611,0.9977138
0.967183785,0.9951007
0.965765864,0.99984014
0.922381409,0.9978175
1,0.9999999
0.961482864,0.9993637
1,0.9995484
0.926367243,0.9859055
0.926403082,0.9966503
0.977308329,0.9982041
1,0.99997985
1,0.99999535
0.916292659,0.9979133
0.988172816,0.9977049
0.943206991,0.99696356
0.881873583,0.9691269
0.97968786,0.99906534
1,0.99999046
0.933299155,0.999458
0.937443722,0.997283
0.968638056,0.99976844
0.93160249,0.9813519
0.9117296,0.46914348
1,0.99992454
1,0.9999933
0.933176565,0.922315
0.904962129,0.8019906
0.941833714,0.9740709
1,0.9999987
0.976515876,0.9997644
0.946062153,0.99716216
0.914880391,0.9963415
0.963867318,0.99469155
1,0.99998844
1,0.99999785
0.954603985,0.9995016
1,0.9999428
1,0.999998
0.967574184,0.9989165
0.922061678,0.9299582
0.909243209,0.9928054
1,0.99999964
0.930930213,0.99735165
1,0.99996185
0.93518971,0.98452294
0.927503407,0.98481464
0.933570751,0.7350727
0.896113237,0.9464247
1,0.9999777
1,0.9999975
1,0.9999789
0.942032269,0.9800286
0.95633863,0.9991511
0.91916556,0.9991417
0.967950444,0.99987555
0.962009853,0.99991536
0.989953579,0.9981668
1,0.99999833
0.950760726,0.9996439
0.987491797,0.9991523
0.917118193,0.9631591
0.908286436,0.9982608
0.837983025,0.9782642
0.947674064,0.999141
0.930686509,0.99823487
0.938733297,0.99895525
0.900243569,0.99785537
0.976234388,0.9999497
0.939056664,0.99852645
0.979529249,0.9991155
0.966810919,0.99927765
0.984438606,0.9991635
1,0.9999908
0.98383508,0.9985378
0.971245148,0.99902093
0.966318932,0.9948479
0.983633586,0.99893194
1,0.9996679
0.98698641,0.9988519
1,0.9998729
0.93962068,0.99920326
1,0.99999845
0.98715454,0.99784863
0.876721737,0.94655865
0.957592939,0.9994562
0.953841084,0.9996971
1,0.99999094
0.982605154,0.99991226
0.976051057,0.99822086
0.937875771,0.6162604
1,0.99995077
0.966837267,0.9996911
1,0.999894
0.954218813,0.99705976
0.938365466,0.9878114
0.946057322,0.9999368
0.956084798,0.99921536
0.933770464,0.9984382
0.922111239,0.91199607
0.947102007,0.9999348
1,0.99998665
1,0.99971586
1,0.99999297
0.981961027,0.99739563
0.743570552,0.997747
0.959212008,0.9943023
0.883675419,0.9896975
1,0.99996305
0.897757418,0.9977264
1,0.99999964
1,0.9999831
0.882639396,0.9959792
0.914612532,0.9964819
0.980969566,0.9999765
0.000598825,0.000212547
0.936053045,0.98523974
0.947544202,0.9997383
0.922167449,0.9902306
1,0.99999034
1,0.9999825
0.933593255,0.9981669
1,0.9999999
1,0.9999726
1,0.99999464
1,0.99998987
1,0.9999777
0.915727108,0.9984646
1,0.9999981
1,0.9999982
0.93752464,0.98796624
0.954712527,0.9838148
1,0.9999938
1,0.99999964
0.950149828,0.98633784
0.917870484,0.9946326
1,0.99998856
1,0.99923337
0.932677739,0.999488
0.95320415,0.99881965
0.947283986,0.9994475
0.96391486,0.99926835
0.9109738,0.90971404
0.983206054,0.99716103
0.965142254,0.99704367
1,0.9999988
0.952083399,0.99975103
1,0.9999093
0.977248532,0.9996891
1,0.9999924
1,0.99997807
0.939635956,0.9968292
0.90675151,0.9566991
0.94573875,0.98185074
0.946813453,0.9983304
0.960108802,0.9999664
0.958735678,0.99631906
1,0.9999943
1,0.999795
0.907585824,0.99774444
0.959848921,0.9989507
0.956362023,0.96299773
0.954642094,0.999233
1,0.99957615
0.964322235,0.9976127
0.981615717,0.9955253
1,0.9999615
0.916829089,0.95237106
1,0.99998856
1,0.9999989
1,0.9999956
0.951229029,0.9987696
0.97204486,0.99651116
0.970163345,0.999821
0.950457301,0.99646664
0.957370608,0.99985373
0.876787493,0.68413174
1,0.999998
1,0.99999464
1,0.9999976
0.931162685,0.9916102
0.922795596,0.9871056
0.982395922,0.9999521
0.92371443,0.97702956
0.904134073,0.99836737
0.909584358,0.99910104
0.961417372,0.9997173
0.914374961,0.9851892
1,0.9999988
1,0.99999297
0.961111171,0.96402186
0.956449409,0.9987105
0.959008595,0.99982005
0.000719342,0.008926664
0.959330322,0.9844549
0.903745097,0.99228865
0.920304898,0.9986877
0.968411235,0.9995524
0.922901829,0.9688094
1,0.9999995
0.945076627,0.9911141
0.953959863,0.9150855
0.786173715,0.5957946
1,0.9999032
0.961552864,0.9994179
0.868200479,0.9365704
1,0.99998534
0.968502962,0.9991487
0.947410295,0.99949384
0.982569329,0.9998976
1,0.99965096
0.942363698,0.99770015
1,0.9993061
0.963151814,0.99965143
0.922197303,0.88989794
0.993902577,0.99978715
0.932906085,0.9930878
0.948096494,0.99019086
0.895541199,0.934938
1,0.99999964
0.947495884,0.9972162
1,0.99999964
0.875710862,0.9995832
0.965170785,0.9995177
0.968298961,0.9982469
0.954061573,0.99940383
0.914849707,0.9952218
0.988221937,0.99816835
0.934859559,0.9937878
0.905609584,0.99478936
1,0.9999937
0.967734944,0.99865365
0.003021995,0.000699348
0.942574517,0.9991528
1,0.99990976
1,0.99999714
0.893953547,0.9246698
0.95158981,0.999724
0.988632808,0.99909794
0.860156268,0.9493233
1,0.99997365
1,0.99995744
0.949304145,0.9998517
0.956773824,0.9928404
0.972612628,0.9993113
1,1
1,0.999501
0.906303085,0.9981659
0.983351845,0.9999728
0.920401046,0.999851
0.940164695,0.9989472
0.924390389,0.9204348
0.929904506,0.9992532
1,0.9999894
0.968087144,0.99816906
1,0.99991167
1,0.9999939
1,0.999907
0.968536662,0.99980396
1,0.99999785
0.950908214,0.9932532
0.941618295,0.9983871
0.977636964,0.9951674
1,0.99988437
1,0.99998665
1,0.9999995
0.960229398,0.99943143
0.955762128,0.9997452
1,0.9999989
0.924130971,0.98035
1,0.99999595
1,0.9999783
1,0.9999925
0.983642455,0.99746454
0.84914533,0.9699392
0.894328663,0.14856568
1,0.9999323
1,0.9999864
0.940095974,0.99961996
1,0.9999528
1,0.9977945
1,0.99999666
0.940235602,0.99998045
0.951734084,0.99851793
0.945787479,0.9996964
1,0.9999933
1,0.99999607
1,0.99993896
1,0.99999845
1,0.9999944
0.966027804,0.9987556
0.956158852,0.9981217
0.935242887,0.9989944
0.97679225,0.99998295
1,0.999992
1,0.99999714
0.954563656,0.9996948
0.961441596,0.9999207
1,0.9972236
1,0.9999881
0.976149488,0.9995435
0.972811951,0.99890804
0.962845684,0.9990257
0.944985305,0.99843305
1,0.9999726
0.93083786,0.9756704
1,0.9999553
0.970074291,0.9987186
1,0.9999995
0.935738512,0.9997807
0.975361262,0.9999596
1,0.9999981
0.93064877,0.9881967
0.002436255,0.005998177
0.965699839,0.99890316
1,0.9999367
1,0.9999994
0.939873756,0.9965044
1,0.9999751
0.948740331,0.9872026
0.943896359,0.9963773
0.958178721,0.99794275
1,0.99970216
0.977947776,0.9999771
0.951710947,0.9996394
0.948254068,0.9984359
0.969264766,0.99633825
0.976331251,0.998965
0.957607463,0.99955386
0.97409601,0.9996687
1,0.9999746
1,0.99999976
0.957057207,0.99915504
0.93701318,0.9989077
0.940831502,0.9995435
1,0.9999777
0.934824152,0.99914324
0.966354817,0.99371296
0.962131105,0.9964443
0.853280506,0.93299973
0.932728414,0.99977213
0.946113671,0.9900878
0.96944512,0.9969976
0.94656903,0.999482
0.912616694,0.9970049
1,0.99999833
1,0.9999988
1,0.99994934
0.923166838,0.99811435
0.826908662,0.95284617
0.950649354,0.9990778
0.968136954,0.9994591
0.853998237,0.983808
0.966667734,0.95612735
1,0.9999995
0.002689681,5.11E-05
0.970618608,0.99729246
1,0.99999774
0.96781285,0.9991586
0.906327826,0.9730617
0.95717457,0.99844897
0.913846587,0.9634252
0.955850662,0.99620783
0.928751143,0.9981641
0.909531378,0.99247205
0.95777671,0.99353397
0.951848492,0.7280568
0.960425234,0.9995127
0.974431539,0.99957293
1,0.9999993
1,0.9999994
0.983911255,0.9915359
0.94456397,0.995862
1,0.99999833
0.955792577,0.99245787
1,0.9999602
0.98258106,0.9999722
0.907272756,0.95975095
1,0.9999993
0.942278253,0.9800506
0.957214366,0.9912649
1,0.99999356
0.915716507,0.99093246
0.871154617,0.9765198
0.967702246,0.9995915
0.946216294,0.99988496
1,0.9985287
1,0.9999925
0.957309956,0.9995378
0.940973403,0.99981314
0.908198058,0.99575835
0.869775612,0.809607
0.916155041,0.9896595
1,0.99998295
0.941623524,0.94269806
0.978519204,0.99961346
1,0.9999542
0.921390805,0.9978466
1,0.9997522
0.922647731,0.9926617
1,0.9999944
1,0.99999845
0.874466223,0.86259776
0.951194576,0.9986523
1,0.9956418
0.935188157,0.9995333
0.967742745,0.9993424
0.991073829,0.9985656
1,0.9999838
0.9652767,0.9985629
0.966592449,0.9996619
0.981976437,0.9999287
0.95092621,0.9982267
0.947084891,0.9806624
0.914356315,0.17646262
0.978105385,0.9970817
1,0.99996877
0.921171616,0.9935407
0.950541423,0.9959661
1,0.9999863
1,0.9997311
0.973801108,0.9999342
0.940365818,0.9992586
1,0.9999988
0.85439116,0.90040964
0.963279619,0.969985
1,0.9999999
0.989008342,0.99996376
1,0.9999964
0.913355928,0.9744699
1,0.99996305
0.942227035,0.9921887
1,0.9999628
0.934857831,0.9940356
0.949618152,0.9743301
0.882291892,0.9898634
0.999714286,0.99999857
1,0.9992353
1,0.9999957
0.967975824,0.9997924
0.955266528,0.995852
0.949451672,0.99361587
0.922538264,0.99921143
0.957861858,0.9987638
0.944453684,0.99894994
0.885267109,0.9946549
0.980824188,0.9992118
1,0.9999629
0.918790454,0.9613028
1,0.9999982
0.937165782,0.998909
0.912704057,0.9478076
1,0.9999696
0.928263724,0.9262741
0.928249268,0.9874495
0.901246453,0.96022356
0.911408345,0.9994605
0.976310066,0.9741771
0.924393252,0.9716627
0.985557138,0.9995214
1,0.99999845
0.950928315,0.9995351
1,0.999997
1,0.99993885
0.916061431,0.9995136
0.947964203,0.9994197
0.007253471,0.004088775
1,0.9999753
0.970431428,0.9999622
0.907792501,0.9130212
0.001297933,0.000191526
1,0.9999862
0.989712071,0.9999497
1,0.9999975
0.92055825,0.9952608
0.977492208,0.9998783
0.965106741,0.98370695
1,0.99999833
1,0.9999969
0.915264357,0.9984143
0.952645833,0.99924004
0.946098443,0.9996679
0.911388989,0.99696606
0.956345673,0.9998622
1,0.9998801
0.00248734,5.52E-05
0.910457283,0.9981312
0.932590733,0.97172797
0.879397827,0.9994153
0.995618057,0.99993265
0.89881077,0.9786984
0.974159905,0.99810326
0.960799252,0.99937254
1,0.99983823
0.968821059,0.99702424
0.84978319,0.38855112
0.941175782,0.9906855
0.975313021,0.99978405
0.959836995,0.9119613
1,0.9999875
0.975237139,0.9993765
1,0.9999976
0.942723688,0.999411
0.902139697,0.80950135
0.915297627,0.99299157
0.959727846,0.9993186
0.993229277,0.99942327
0.918708061,0.99779403
1,0.9999783
0.988129734,0.99914217
0.948950168,0.99976903
0.860902947,0.99979407
0.98251875,0.9997259
0.953875103,0.9996815
1,0.9999875
1,0.9999951
0.972065355,0.997687
0.98701609,0.9952762
1,0.99961936
0.940947507,0.9994198
0.926856449,0.9983985
0.955642231,0.99991596
0.973318839,0.99980396
0.936021664,0.99804014
0.990879211,0.9989784
1,0.9999989
1,0.9997391
0.985123003,0.99981946
0.936426108,0.99464595
1,0.9999926
0.949852802,0.9991736
0.954784054,0.99683326
1,0.9999945
1,0.99999
0.880080427,0.87110907
0.935543683,0.9684894
0.002900307,0.001901203
0.958189077,0.9981896
0.950748622,0.99894184
1,0.99999046
1,0.9999913
0.964974785,0.9988424
0.950196984,0.9209126
0.934582253,0.99930954
0.946420201,0.9810395
0.936753894,0.9999125
0.976802085,0.9992362
0.930703244,0.66809183
0.956355432,0.9997768
1,0.9999728
0.960341892,0.9999857
0.976414847,0.9997203
0.974704894,0.9842286
0.922151703,0.7196805
0.964288681,0.999181
0.918035034,0.9982994
0.927077019,0.9869114
0.981613505,0.9994479
0.952810993,0.9994962
1,0.99998
1,0.99999666
1,0.9999846
0.934724136,0.9912076
0.937137077,0.9988759
0.945583403,0.99840397
0.893887218,0.99523443
1,0.99998116
0.963762731,0.9992692
0.867218532,0.9987233
0.958821104,0.9995338
0.908262575,0.9852946
1,0.9999902
1,0.9999918
0.986350982,0.99934787
1,0.9999944
0.943920899,0.9956558
0.953649012,0.9895656
1,0.999997
1,0.9999999
0.986745643,0.9994192
1,0.9999958
0.844064712,0.84937865
1,0.9999832
1,0.99999404
0.977915208,0.9997868
0.955720167,0.9976169
0.96996118,0.9997478
1,0.9999994
0.944536527,0.9698873
1,0.99999654
0.99249589,0.99982005
0.8729553,0.9925107
1,0.9999523
1,0.99998116
1,0.9992537
0.927026964,0.9995962
1,0.9999964
0.955093705,0.999967
1,0.9992182
0.936843715,0.79578465
0.941110781,0.9449324
0.960990525,0.9985555
1,0.99997485
0.899444271,0.8857649
0.953892795,0.8747919
0.947434489,0.9506206
0.94660082,0.9952377
1,0.99999094
0.996528908,0.9997466
1,0.9999963
0.95862219,0.99934345
0.862757113,0.9689744
0.949212332,0.9856391
1,0.9999889
1,0.99995327
0.967919853,0.9802279
0.96726297,0.9916734
0.917776275,0.9418401
0.937685006,0.9667341
0.954388711,0.9970995
0.982850162,0.9996915
1,0.99999857
0.934505222,0.9662684
0.895218311,0.8127816
1,0.99993324
0.949601005,0.9985424
0.969257685,0.9880056
0.979496884,0.99811447
0.947776415,0.998104
1,0.9999988
0.92017426,0.9924334
0.942861958,0.990274
0.922720326,0.80940133
0.984512311,0.99921894
0.942188614,0.9921886
0.003308101,8.09E-05
0.977029376,0.9989397
1,0.9999789
0.949290202,0.99988186
0.988002126,0.9990964
0.869350453,0.9402049
0.9714284,0.9973864
0.95518878,0.9798552
0.996936142,0.99998665
0.96290763,0.9950566
0.920325487,0.99691147
0.938403941,0.99999
0.915668607,0.9682455
0.874372369,0.9999461
1,0.99999917
1,0.9999974
0.951093955,0.9969146
0.931514952,0.6642122
0.928635797,0.993117
1,0.99999726
1,0.9999814
0.792672189,0.9882969
0.942170158,0.99977297
0.966204141,0.994521
0.937761784,0.99881375
1,0.9999845
0.985425889,0.9998535
1,0.99999285
0.966833626,0.9999101
0.949702069,0.9998049
0.893207852,0.9882274
0.972323075,0.99630296
1,0.9999999
0.919688427,0.9916291
0.985753447,0.9988061
0.964488926,0.992238
0.931190529,0.9994294
0.986059729,0.99966633
0.970480173,0.99741685
1,0.99999917
1,0.99999154
0.881673791,0.66875976
1,0.99998677
1,0.9998388
0.937468083,0.9931809
0.890695549,0.97897434
1,0.9999994
1,0.99992776
0.895773512,0.60055745
0.959414265,0.9985902
1,0.9999943
0.91506576,0.9829947
0.923492105,0.98496026
0.930330582,0.99982506
0.839761569,0.99808514
0.952937934,0.99100703
0.958221023,0.99993074
0.98602322,0.99961144
1,0.9999685
0.907870268,0.9732098
0.976710249,0.9999025
0.921269267,0.9869507
1,0.9999974
1,0.9999962
1,0.9999498
0.001848599,1.56E-05
0.960858612,0.97054774
0.959339379,0.9935952
0.934371467,0.9942521
0.912789591,0.9962209
1,0.9998957
0.92719343,0.99230677
1,0.9998234
0.938316126,0.99979967
0.936574896,0.9985482
1,0.9999862
0.895590812,0.9998435
0.923189337,0.98111457
0.944979085,0.9997799
0.964248447,0.9954526
1,0.9999919
0.936069568,0.9960078
0.855401113,0.98256415
0.978110325,0.99971396
0.897363702,0.9926351
0.97362005,0.9992894
0.944860774,0.9986878
0.946938754,0.99995625
0.955786545,0.9918316
0.926275625,0.9973464
0.975343697,0.9998591
0.959263676,0.9993524
0.001678189,3.50E-05
0.869831914,0.9049828
0.966599026,0.9997954
0.942933059,0.99752516
0.963594891,0.99969256
0.98131763,0.9998696
0.974454307,0.9999299
0.980306565,0.9998691
0.962493373,0.9988619
1,0.9999975
0.001977587,0.000142514
1,0.9999987
1,0.999964
0.969749043,0.99279046
0.982153931,0.9988231
0.960343265,0.99856657
0.876915941,0.54513377
0.943663128,0.98758906
0.938942174,0.99956185
0.942736826,0.9945397
1,0.9999858
1,0.9999958
1,0.9999964
0.009670526,0.001774971
0.96074983,0.99491405
1,0.9999274
0.957781445,0.9993017
1,0.99999535
0.936838815,0.99081916
1,0.9999912
0.929096657,0.9893756
0.942169527,0.9999467
0.968869033,0.99987125
0.93820961,0.9791366
0.922985911,0.99928397
0.946549264,0.9977323
1,0.99997616
1,0.9999902
0.961796255,0.99932826
1,0.9998778
0.951697817,0.92665863
0.973000956,0.9998566
1,0.99986506
0.925040609,0.9958183
1,0.9999943
1,0.99999976
0.957067897,0.9918703
0.901802063,0.83149904
0.969038894,0.9960077
0.965952365,0.9999975
0.859105567,0.9994617
0.968731997,0.9987306
0.947378649,0.9963767
1,0.9999995
0.94324474,0.99767405
0.91876667,0.9995432
1,0.9999672
0.962610925,0.9999571
0.945536021,0.9998374
0.972745885,0.9999479
0.960298142,0.9992944
1,0.99996674
0.976258547,0.999997
0.905898682,0.9952479
0.924891957,0.99882776
0.949759156,0.9999548
0.928812195,0.99698466
0.984785561,0.99999607
0.86335047,0.20195375
0.912738125,0.9982811
0.959213793,0.99994195
1,0.9999988
1,0.9999951
0.921753023,0.9610894
0.983491814,0.98428196
0.891843861,0.982926
0.000897971,0.00238296
0.964374757,0.9987942
1,0.99999297
0.907862609,0.99995065
0.913562723,0.99404484
1,0.99999964
0.958283276,0.99815446
0.946976636,0.9975751
0.966887198,0.99650854
0.944395074,0.99983263
1,0.9999931
0.966373379,0.96201915
0.914862949,0.9986029
1,0.9999821
0.939857445,0.9994671
1,0.999977
1,0.99998796
0.883025995,0.92216057
0.987872666,0.99969816
0.75935495,0.9612443
1,0.9990792
0.866573373,0.8875979
0.897925367,0.31644478
1,0.9999304
1,0.9999293
0.940045057,0.9710713
0.951766387,0.9737301
0.860552575,0.9943297
1,0.99999917
0.981981411,0.99257505
1,0.99996805
1,0.99993134
1,0.99991214
0.940724894,0.9988782
0.935888519,0.82545304
0.952787171,0.9976368
1,0.9999124
0.952138461,0.99772066
0.970860173,0.99988735
0.925798678,0.98529875
0.889430428,0.98591435
1,0.99999404
0.942450761,0.9943058
1,0.9999987
0.921535222,0.9992324
1,0.99998915
1,0.9999975
0.939605902,0.99848807
0.930282599,0.99874145
0.985324696,0.99810314
0.991318577,0.9998437
0.967155204,0.9927973
1,0.99998045
0.925776739,0.9996113
0.93609739,0.99830973
0.932953425,0.9509095
0.962546476,0.9993237
1,0.99994946
1,0.9999862
1,0.9999378
1,0.9999989
0.921265631,0.99893373
0.969485243,0.99990463
0.932769824,0.99877614
1,0.99999726
1,0.99999964
0.991110872,0.9999505
0.948589158,0.9980557
0.938409783,0.991911
0.957786997,0.9991755
0.95053329,0.99995387
1,0.99997556
0.893835521,0.9965217
0.924524661,0.9976859
0.916166241,0.9987709
1,0.9999746
0.896230501,0.98679346
0.935678177,0.98804444
0.965624148,0.99596846
0.96561958,0.9904213
0.90279627,0.98113203
1,0.999482
0.949309963,0.99640465
0.990062182,0.99967086
1,0.999995
0.97365552,0.9998498
1,0.9999341
0.930515271,0.9990368
0.979958332,0.99954504
0.930875667,0.9955391
1,0.9999981
1,0.99988556
1,0.99997926
1,0.9999988
1,0.9999962
0.90504123,0.9959346
0.984198277,0.99995303
1,0.9999794
1,0.99999976
1,0.999915
0.972009299,0.9997209
0.942143027,0.9842263
1,0.9999869
0.963324208,0.9994698
0.001729665,2.92E-05
0.913262886,0.8898148
1,0.99999344
0.980806067,0.99914396
1,0.99996996
0.003318379,0.00147341
0.984176035,0.98389184
1,0.9999809
1,0.99999285
0.964821584,0.97185624
0.981616051,0.99995065
1,0.99998915
1,0.9999962
1,0.99995565
0.946492412,0.9999107
0.968905661,0.9999567
1,0.9999925
0.944513914,0.99848455
0.976415723,0.9999484
0.925892815,0.9781043
1,0.9999956
0.967608215,0.9958223
0.974788735,0.9991322
0.974036144,0.99940014
1,0.99998367
1,0.9999951
0.961966416,0.9949092
0.976815848,0.9998356
0.842833051,0.9440998
0.001744851,7.73E-05
0.965844375,0.99992776
0.897997493,0.9727779
0.941818385,0.97821987
0.940930207,0.99886656
0.929996425,0.95701796
0.932852584,0.9973348
0.961298415,0.99904174
0.972807702,0.99945945
0.939591117,0.7719245
0.959658094,0.99348384
0.949846543,0.9999473
0.982533492,0.9996517
1,0.9999999
0.975637449,0.9961462
0.915279475,0.996582
0.951755055,0.9999682
0.93489087,0.7275865
0.915571289,0.9914488
1,0.9999933
0.947363694,0.9917902
0.909760761,0.9867415
0.947737251,0.9999132
0.92502292,0.990171
0.973904965,0.99979514
1,0.9999988
0.955493504,0.9991628
0.963873868,0.9999548
