Id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,Y
19653,56574,1,5.31,118291,1,0,118290,260942,1,0,1,13,120346,1,5320,119598,118424,1,120344,1,1,1,1,1,1
19658,36249,1,3.54,118300,1,0,117961,310589,1,0,1,36,120519,1,16971,119993,120518,1,120516,1,1,1,3,1,1
19659,20816,1,3.54,118327,1,0,117961,190710,1,28,1,1,118209,1,7807,118518,270488,1,118207,1,1,1,107,1,1
19662,28148,1,7.08,118386,1,0,117961,282370,1,0,1,3,119851,1,36051,118635,118638,1,119849,1,1,1,2,1,1
19669,79296,1,19.47,118343,1,0,117961,121350,1,0,1,1,119951,1,15435,122299,290919,1,119949,1,1,1,2,1,1
19674,20896,1,3.54,118446,1,0,117961,120605,1,116,1,1,118813,1,17930,118810,19793,1,118811,1,1,1,32,1,1
19676,73814,1,17.7,118316,1,0,118315,192211,1,1,1,1,119851,1,192210,140453,118638,1,119849,1,1,1,10,1,1
19677,23095,1,1.77,118052,4,0,117961,117906,1,0,1,5,118322,1,14829,119986,290919,1,118321,1,1,1,4,1,1
19678,705,1,1.77,117962,1,0,117961,137802,1,0,1,1,118687,1,54684,118910,308574,1,118685,3,1,1,2,1,1
19680,19712,1,10.62,118442,4,0,118441,300603,1,0,1,1,119194,1,59312,118378,119184,1,119192,1,1,1,6,1,1
19682,80550,1,1.77,118343,1,0,117961,117906,1,2,1,1,118322,1,3881,118514,290919,1,118321,1,1,1,2,1,1
19686,20286,1,1.77,118080,1,0,118079,118177,1,0,1,1,117880,0,56606,117878,19721,1,117879,1,1,1,1,1,0
19687,3852,1,1.77,118291,3,0,118290,267006,1,1,2,1,120346,1,2765,118301,118424,1,120344,1,1,1,7,1,1
19688,17091,1,1.77,118327,1,0,117961,120238,1,0,1,1,118055,1,4378,118507,117887,3,118054,1,1,1,3,1,1
19690,92041,1,3.54,118446,1,0,117961,118260,1,40,1,1,132673,1,17788,119961,290919,1,132671,1,1,1,1,1,1
19691,75077,1,1.77,119171,1,0,119170,228788,1,0,1,11,129231,1,28241,140453,119788,1,129229,1,2,1,1,1,1
19694,80873,1,1.77,118327,1,0,117961,240983,2,0,1,1,117908,0,4589,120383,290919,1,117905,1,1,1,1,1,0
19700,5763,1,3.54,118343,1,0,117961,117906,1,0,1,15,117908,1,14811,118344,290919,1,117905,1,1,1,3,1,1
19701,78326,1,1.77,117984,1,0,117983,117879,1,0,1,1,117880,1,53241,117878,19721,1,117879,1,1,1,1,1,1
19709,33286,1,1.77,118463,1,0,118315,128796,1,66,1,1,118261,1,28253,123089,290919,1,118259,1,1,1,31,1,1
19711,80699,1,5.31,118343,1,1,117961,117906,1,1,1,11,118322,1,5409,119993,290919,1,118321,1,1,1,3,1,1
19714,5172,1,1.77,117962,1,0,117961,310997,1,0,1,2,121471,1,17319,118791,118424,1,121469,1,1,1,2,1,1
19717,25637,1,1.77,118225,1,1,117961,132519,1,0,1,1,119096,1,16850,119092,119095,1,119093,1,1,1,3,1,1
19718,42084,1,1.77,118052,1,0,117961,174445,5,0,1,2,118209,1,23338,122392,270488,1,118207,1,1,1,1,1,1
19719,981,1,1.77,118343,1,1,117961,117906,1,0,1,1,117908,1,4413,118821,290919,1,117905,1,1,1,1,1,1
19720,80665,1,8.85,118225,1,0,117961,117906,1,0,1,1,117908,1,17713,122273,290919,1,117905,1,1,1,38,1,1
19722,36173,1,1.77,118343,1,0,117961,250337,1,0,1,1,120791,1,3918,118660,118424,1,120789,1,1,1,1,1,1
19726,79004,1,1.77,118300,1,0,117961,117906,1,0,1,1,118322,1,53190,19772,290919,1,118321,1,1,1,198,1,1
19727,1022,1,1.77,118327,1,0,117961,117906,1,1,1,1,118322,0,5899,120318,290919,1,118321,1,1,1,4,1,0
19728,42593,1,1.77,119075,1,0,118163,126546,1,0,1,1,120791,1,126545,119076,118424,1,120789,1,1,1,1,1,1
19733,6976,2,3.54,118446,1,1,117961,120579,1,2,1,1,124307,1,5730,118684,118762,1,124305,1,1,1,31,1,1
19736,37941,1,1.77,118718,1,0,118717,118195,1,0,1,3,118196,1,13122,117895,117887,1,118194,1,1,3,1,1,1
19738,16115,1,1.77,118300,1,0,117961,157234,1,0,1,1,120315,1,4219,120312,118424,1,120313,2,2,1,2,1,1
19739,43905,1,1.77,117954,1,0,5110,306530,1,0,1,31,133113,1,7424,117878,118870,2,133111,1,1,1,39,1,1
19740,29303,1,3.54,117976,1,0,117975,299808,1,1,1,1,118570,1,27568,117884,19721,1,118568,1,1,1,3,1,1
19746,31203,1,1.77,118343,1,0,117961,117906,1,4,1,4,117908,1,7539,119987,290919,1,117905,1,1,1,7,1,1
19748,79046,1,1.77,118300,1,0,117961,117906,1,1,1,1,118322,1,49657,121405,290919,1,118321,1,1,1,4,1,1
19754,4649,1,1.77,118225,1,0,117961,117906,1,0,1,3,117908,1,7253,118403,290919,1,117905,1,1,1,19,1,1
19755,70452,1,1.77,118603,1,1,118602,118097,1,0,1,1,117888,1,37669,118008,117887,1,117885,1,1,1,3,1,1
19763,1804,1,5.31,118413,1,0,117961,120316,1,0,1,2,118687,1,17759,122007,308574,1,118685,1,1,3,4,1,1
19764,39263,1,1.77,118026,1,0,91261,117906,1,1,1,2,117908,1,5496,118202,290919,1,117905,1,1,1,3,1,1
19765,80187,1,10.62,118300,1,0,117961,117906,1,0,1,1,118322,1,15682,118957,290919,1,118321,1,1,1,2,1,1
19769,81349,1,1.77,121013,1,0,120864,274325,1,0,1,152,118730,1,6267,124266,118295,1,118728,1,1,1,1,1,1
19780,23920,1,1.77,118446,1,0,117961,118785,1,0,1,2,118786,1,7510,118684,290919,1,118784,1,1,1,6,1,1
19784,80185,1,1.77,118343,1,0,117961,117906,1,0,1,1,117908,1,6699,119993,290919,1,117905,1,1,1,1,1,1
19790,15719,1,1.77,118225,3,0,117961,240983,1,0,1,1,117908,1,4659,120663,290919,1,117905,1,1,1,1,1,1
19794,39878,1,3.54,118041,1,0,117902,280788,1,0,1,1,119082,1,15639,118623,292795,1,280788,1,1,1,172,1,1
19797,31651,1,1.77,118170,1,0,118169,143905,1,0,1,1,118943,1,15459,135245,292795,1,259173,1,1,1,449,1,1
19810,39882,1,3.54,118052,1,0,117961,240983,1,0,1,4,118322,1,4500,118881,290919,1,118321,1,1,1,1,1,1
19813,971,1,1.77,118225,1,0,117961,129851,1,0,1,1,118705,1,111559,119824,118704,1,118702,1,1,1,3,1,1
19814,77097,1,1.77,117990,1,0,117989,138273,1,0,1,1,117973,1,46909,122587,117887,1,179731,1,1,1,1794,1,1
19818,74753,1,1.77,118386,1,0,117961,152307,1,3,1,2,118454,1,7411,118746,118453,1,118451,1,1,1,2,1,1
19822,38720,1,1.77,118213,1,0,118212,290535,1,0,1,4,119851,1,4757,118458,118638,1,119849,1,1,1,2,1,1
19827,30857,1,1.77,118343,1,0,117961,147114,1,8,1,6,118786,1,209,6104,290919,1,118784,1,1,2,2,1,1
19829,36723,1,1.77,118220,1,0,118219,117879,1,0,1,1,117880,1,56763,117884,19721,1,117879,1,3,1,6,1,1
19831,17307,1,7.08,118343,1,0,117961,309123,1,0,1,1,118836,1,23118,118833,118424,1,118834,1,1,1,5,1,1
19834,75444,1,5.31,118954,1,0,118953,188864,1,2,1,2,118570,1,27515,117884,19721,1,118568,1,1,1,14,1,1
19835,79091,1,10.62,118343,1,0,117961,223125,1,0,1,1,120499,1,3993,120126,118424,1,120497,1,1,1,1,1,1
19837,32641,1,1.77,118257,1,0,118256,286106,1,3,1,1,118997,1,32795,118623,292795,1,118995,1,1,1,8,2,1
19838,23964,1,1.77,118300,1,0,117961,300044,1,1,1,1,118399,1,15542,118395,118398,1,118396,1,1,1,5,1,1
19839,34923,1,1.77,118327,1,0,117961,117906,1,17,1,1,118322,1,34611,118320,290919,1,118321,1,1,1,154,1,1
19845,3852,1,3.54,118343,1,0,117961,279443,3,8,1,1,118779,1,55895,118979,308574,1,118777,1,1,1,8,2,1
19847,25992,1,21.24,118343,1,0,117961,118054,1,0,1,1,118055,1,3104,123476,117887,1,118054,1,1,1,2,2,1
19852,41313,1,3.54,118026,1,0,91261,126309,1,2,1,6,118454,1,49772,118746,118453,1,118451,1,1,1,2,1,1
19862,34075,1,1.77,122533,1,0,122532,122534,1,0,1,1,119082,1,57539,118623,292795,1,280788,1,1,1,1,1,1
19867,88482,1,1.77,118300,1,0,117961,117906,1,0,1,16,117908,1,7560,119195,290919,1,117905,1,2,1,4,1,1
19871,79298,1,1.77,118574,1,0,118573,127423,1,0,1,1,118943,1,49381,117945,292795,1,259173,1,1,1,3,1,1
19872,21446,1,3.54,117962,1,0,117961,297566,1,0,1,1,122069,0,116406,120677,118424,1,122067,1,1,1,1,1,0
19875,17307,1,1.77,118300,1,0,117961,117906,1,4,1,8,118786,1,8234,118783,290919,1,118784,1,1,1,2,1,1
19877,27622,1,1.77,118327,1,0,117961,120953,1,2,1,1,120954,1,46224,118378,118453,1,120952,1,1,1,3,1,1
19880,4674,1,3.54,118327,1,1,117961,118054,1,2,1,1,118055,1,1088,119830,117887,1,118054,1,1,1,1,1,1
19888,42975,1,1.77,118386,1,0,117961,168365,1,0,1,6,118319,1,71391,118522,118205,1,118318,1,1,1,1,1,1
19892,80745,1,1.77,117903,1,0,117902,118959,1,0,1,1,120774,1,50801,277693,118960,1,120773,1,1,1,18,1,1
19893,1968,1,1.77,117962,1,0,117961,119193,1,0,1,1,119194,1,44917,118450,119184,1,119192,1,1,1,13,1,1
19897,75077,1,3.54,118463,1,0,118315,140197,1,5,1,435,120767,0,27218,120764,118467,1,120765,1,3,1,1,1,0
19899,34517,1,1.77,118300,1,0,117961,117906,1,2,1,5,118322,1,1915,119181,290919,1,118321,1,1,1,3,1,1
19903,74309,1,3.54,118888,1,0,118887,309291,1,0,1,2,118914,1,5022,118631,118424,1,118912,1,1,1,1,1,1
19904,44304,1,1.77,118300,1,0,117961,302830,1,0,1,2,128231,1,770,119181,4673,1,128230,1,1,1,19,1,1
19908,80580,1,12.39,118343,1,0,117961,117906,1,0,1,1,118786,1,2942,118700,290919,1,118784,1,1,1,4661,1,1
19909,79968,1,1.77,118386,1,0,117961,147114,1,0,1,40,118786,1,205,118746,290919,1,118784,1,1,1,3,1,1
19910,6976,1,1.77,118413,1,0,117961,130134,1,0,1,1,120954,1,2296,277693,118453,1,120952,1,1,1,45,1,1
19920,20270,1,3.54,118011,1,0,117916,117913,1,0,1,1,117888,1,59517,117884,117887,1,117885,1,1,1,14,1,1
19925,7677,1,1.77,118257,1,0,118256,280788,1,0,1,1,119082,1,51756,117945,292795,1,280788,1,1,1,3,1,1
19927,31436,1,3.54,118888,1,0,118887,138565,1,0,1,1,118296,1,4384,118458,118295,1,118293,1,1,1,45,1,1
19930,58677,1,1.77,118178,1,0,118555,117906,1,1,1,1,118279,1,8008,118320,290919,2,118278,1,1,1,1,1,1
19934,38724,1,1.77,117917,1,0,117916,131017,1,0,1,12,117973,1,14302,118599,117887,1,179731,1,1,1,19,1,1
19937,42092,1,1.77,119597,1,0,119596,272276,1,0,1,4,118730,1,51096,124266,118295,1,118728,1,1,1,11,1,1
19940,27257,1,1.77,118343,1,0,117961,311701,1,0,1,7,120346,1,4375,120347,118424,1,120344,1,1,1,18,1,1
19941,55974,1,3.54,117962,1,0,117961,302830,1,0,1,1,128231,1,2305,119223,4673,1,128230,1,1,1,15,1,1
19942,18417,1,10.62,118343,1,0,117961,300136,1,0,1,1,118425,1,2260,119598,118424,1,118422,1,1,1,5,1,1
19945,79309,1,3.54,118300,1,0,117961,125128,1,0,1,1,118892,1,17733,119984,118398,1,118890,1,1,1,1,1,1
19959,4674,1,1.77,118327,1,0,117961,141096,1,1,1,2,122271,1,1978,120559,118643,1,122269,1,1,1,18,1,1
19964,74832,1,3.54,118300,1,0,117961,287351,1,0,1,1,118261,1,7434,118514,290919,1,118259,1,1,1,2,1,1
19967,39936,1,1.77,118225,1,0,117961,231754,1,0,1,1,120774,1,19986,118403,118960,1,120773,1,1,1,53,1,1
19969,4674,1,1.77,118213,1,0,118212,120316,1,35,1,1,118687,1,4362,126955,308574,1,118685,1,1,2,3,1,1
19970,45989,1,3.54,119281,1,0,119280,119722,1,0,1,5,117948,1,20242,118623,292795,1,117946,1,1,1,152,1,1
19971,72178,1,3.54,138799,1,0,138798,117906,1,0,1,3,118322,1,26312,120539,290919,1,118321,1,1,1,10,1,1
19975,79091,1,17.7,118343,1,0,117961,223125,1,0,1,77,120499,1,5030,120126,118424,1,120497,1,1,1,1,1,1
19978,76445,1,1.77,118300,1,0,117961,117906,1,42,1,2,118786,1,7579,119181,290919,1,118784,1,1,1,63,1,1
19981,43662,1,1.77,118052,1,0,117961,117906,1,2,1,2,117908,1,56199,118706,290919,1,117905,1,1,1,5,1,1
19982,81504,2,1.77,118386,1,0,117961,118537,1,0,1,1,118539,1,60789,118522,308574,1,118536,1,1,1,19,1,1
19987,74342,1,1.77,118596,1,0,118595,233390,1,0,1,1,117973,1,15888,81476,117887,1,179731,1,1,1,2,1,1
19994,34432,1,3.54,118343,1,0,117961,279443,1,0,1,1,118779,1,3966,122012,308574,1,118777,1,1,1,2,1,1
19997,17307,1,1.77,118300,1,1,117961,311622,1,1,1,2,120008,1,4933,118458,118424,1,120006,1,1,1,1,1,1
19998,76550,1,1.77,117877,1,0,117876,117879,1,0,1,1,117880,1,51104,117878,19721,1,117879,1,1,1,1,1,1
20002,22953,1,3.54,118343,1,0,117961,117906,1,0,1,1,118322,1,5717,124725,290919,1,118321,1,1,1,2,1,1
20005,923,1,1.77,118300,1,0,117961,117906,1,0,1,1,118322,1,5717,124725,290919,1,118321,1,1,1,7,1,1
20013,7542,1,1.77,118225,1,0,117961,117906,1,0,1,27,117908,1,3838,119924,290919,1,117905,1,1,1,1,1,1
20015,28625,1,1.77,118026,1,0,91261,117906,1,0,1,1,117908,1,8121,118746,290919,2,117905,1,1,1,1,1,1
20020,42679,1,1.77,117940,1,0,117929,123932,1,1,1,1,119325,1,5903,119569,19793,1,119323,1,1,1,2,1,1
20023,77047,1,1.77,118052,1,0,117961,117906,1,0,1,1,117908,1,6222,122938,290919,1,117905,1,1,1,1157,1,1
20027,3852,1,1.77,118386,1,0,117961,130802,1,0,1,1,121416,1,25293,123072,118704,1,121414,1,1,1,1,1,1
20028,15715,1,1.77,118257,1,0,118256,136748,1,0,1,1,118997,1,18096,118623,292795,1,118995,1,1,1,65,1,1
20032,20292,1,3.54,117927,1,0,117926,117913,1,0,1,1,117888,1,58462,117884,117887,2,117885,1,1,1,11,1,1
20033,75077,1,23.01,118386,1,0,117961,117906,1,0,1,1,117908,1,18686,121883,290919,1,117905,1,1,1,24,1,1
20037,75337,1,1.77,118237,1,0,118126,117913,1,0,1,1,117898,1,295097,117895,117887,1,117896,1,1,1,11,1,1
20038,45903,2,1.77,118007,1,0,118006,117897,1,3,1,2,117900,1,11987,118008,19721,1,117899,1,1,1,2,1,1
20039,17225,1,1.77,118300,1,0,117961,310608,1,0,1,1,119929,1,52394,118458,118331,1,119928,1,2,1,71,1,1
20041,1936,1,1.77,117962,1,0,117961,306399,1,2,1,8,118644,1,8242,119223,118643,1,118641,1,1,1,1,1,1
20044,38123,1,7.08,117940,1,0,117929,281735,1,1,1,2,117880,1,58703,117941,19721,1,117879,1,1,1,6,1,1
20045,75707,1,40.71,118386,1,0,117961,141469,1,0,1,1,118813,1,17904,125004,19793,1,118811,1,2,1,5,1,1
20048,38390,1,334.53,118096,1,0,118095,117897,1,0,1,1,117880,1,21162,118008,19721,1,117879,1,1,1,302,1,1
20054,42092,1,5.31,118343,1,0,117961,300136,1,0,1,1,118425,1,49425,119598,118424,1,118422,1,1,1,217,1,1
20055,42084,1,1.77,118300,1,0,117961,251992,1,0,1,1,118461,1,17264,118825,249618,1,118459,1,1,1,15,1,1
20056,35295,2,1.77,118225,1,0,117961,117906,1,0,1,1,118322,1,6200,120663,290919,1,118321,1,1,1,28,1,1
20059,34210,1,1.77,118300,1,0,117961,249904,1,0,1,1,118425,1,4715,125872,118424,1,118422,1,1,1,143,2,1
20060,40437,1,1.77,118052,1,0,117961,240983,1,7,1,1,118322,1,4500,118881,290919,1,118321,1,1,1,43,1,1
20066,74981,1,1.77,118201,1,0,118200,117913,1,0,1,1,117888,0,46527,117884,117887,1,117885,1,1,1,1,1,0
20068,39142,1,12.39,118007,1,0,118006,127856,1,0,1,4,118570,0,25769,117878,19721,1,118568,1,1,1,19,1,0
20069,26429,1,1.77,118580,1,1,118212,117913,1,2,1,1,117888,1,8410,117895,117887,1,117885,1,3,1,2,1,1
20077,312129,1,3.54,118052,1,0,117961,117906,1,0,1,1,118322,0,54618,118821,290919,1,118321,1,1,1,1,2,0
20078,27723,1,1.77,118343,1,0,117961,123107,1,12,1,1,120774,1,7265,119598,118960,1,120773,1,1,2,4,1,1
20080,3129,1,30.09,118300,1,0,117961,160003,1,1,1,1,119353,1,3176,121216,3130,3,119351,1,1,2,1,1,1
20082,17307,1,3.54,122974,1,0,122880,118043,1,23,1,2,118046,1,48960,118042,270488,1,118043,1,1,1,2,1,1
20086,79091,1,1.77,118596,1,0,118595,158101,1,0,1,3,118828,1,70130,81476,118424,1,118826,1,1,1,1,1,1
20087,36685,1,3.54,117877,1,0,117876,128367,1,0,1,1,118570,1,12191,117878,19721,1,118568,1,2,1,10372,1,1
20091,42302,1,1.77,117903,1,0,117902,117906,1,0,2,1,117908,1,1448,120722,290919,1,117905,1,1,1,15,1,1
20095,43169,1,1.77,118386,1,0,117961,121556,1,0,1,2,118786,1,71171,123844,290919,1,118784,1,1,1,1,1,1
20097,16032,1,1.77,118343,1,0,117961,208235,1,28,1,1,119851,1,13544,119796,118638,1,119849,1,1,1,2,1,1
20099,19665,1,1.77,117969,1,0,117961,133290,1,0,1,1,118399,1,21881,19666,118398,1,118396,1,1,1,1,1,1
20101,79622,1,1.77,118052,1,0,117961,148208,1,2,1,1,118926,1,52194,126137,118667,1,118924,1,1,1,2,1,1
20107,75900,1,1.77,118300,1,0,117961,149226,1,0,1,2,120499,1,4026,118301,118424,1,120497,1,1,1,1,1,1
20110,40863,1,1.77,117976,1,0,117975,136340,1,7,1,3,121248,1,58504,117941,118131,1,121246,1,1,1,1,1,1
20111,36479,1,1.77,118257,1,0,118256,280788,1,0,1,1,119082,1,55643,117945,292795,1,280788,1,1,1,13,1,1
20112,79091,1,17.7,118327,2,0,117961,209906,1,4,1,1,124777,1,28890,125144,122032,1,124775,1,1,1,1,1,1
20114,38718,1,3.54,118080,1,0,118079,118177,1,1,1,2,117888,1,85445,117878,117887,2,117885,1,1,1,1,1,1
20118,31661,1,5.31,118225,1,0,117961,152422,1,4,1,1,119096,1,3526,120323,119095,1,119093,1,1,1,39,1,1
20121,34796,1,3.54,120141,1,0,120140,220988,1,0,1,5,118276,1,69337,118492,292795,1,118274,1,1,1,1,1,1
20127,38238,1,1.77,117984,1,0,117983,120877,1,2,1,1,118570,1,51165,117878,19721,1,118568,1,1,1,7,1,1
20129,29687,1,1.77,118386,1,0,117961,118735,1,0,1,1,118737,1,8516,118733,118736,1,118734,1,1,1,2,1,1
20130,78969,1,1.77,117944,1,0,117943,118043,1,0,1,1,118046,1,1911,118042,270488,1,118043,1,1,1,1,1,1
20133,1019,1,1.77,117903,1,0,117902,128532,1,0,1,1,126186,1,51036,119824,118762,1,126184,1,1,1,13,1,1
20135,41474,1,1.77,118446,1,0,117961,213944,1,1,1,1,118786,1,14731,118447,290919,1,118784,1,1,1,2,1,1
20139,35625,1,14.16,118300,1,1,117961,153273,1,0,1,1,118644,1,718,119181,118643,1,118641,1,1,1,30,1,1
20142,3718,1,1.77,118300,1,0,117961,133779,1,0,1,1,118639,1,3748,120059,118638,1,118636,1,1,1,1,1,1
20152,32622,1,111.51,118213,1,0,118212,161993,1,0,1,2,121471,1,4970,119598,118424,1,121469,1,1,1,1,1,1
20155,115191,1,1.77,118413,1,0,117961,117906,1,6,1,3,118322,1,6071,122007,290919,1,118321,1,1,1,1,1,1
20157,28515,1,1.77,118603,1,0,118602,118568,1,0,1,1,118570,1,58466,118008,19721,1,118568,1,1,1,1,1,1
20160,35497,1,1.77,120865,1,0,120864,279443,1,0,1,1,118779,1,3767,118360,308574,1,118777,1,1,1,185,1,1
20162,23178,1,1.77,118446,1,0,117961,287351,1,7,1,2,118279,1,7443,119961,290919,1,118278,1,1,1,1,1,1
20165,75833,1,3.54,118225,1,0,117961,129017,1,2,1,2,119929,1,15389,122870,118331,1,119928,1,1,1,1,1,1
20169,95528,1,5.31,118343,2,0,117961,117906,1,0,1,2,117908,1,7539,119987,290919,1,117905,1,1,1,1648,1,1
20170,81057,1,1.77,117969,1,0,117961,251186,1,2,1,1,126266,1,23280,6725,6725,1,126264,1,1,1,19,1,1
20176,33286,1,1.77,118386,1,0,117961,147114,1,0,1,2,118786,1,42034,118522,290919,1,118784,1,1,1,1,1,1
20179,37731,1,5.31,117979,1,0,117978,117886,1,0,1,2,117880,1,6859,117884,19721,1,117879,1,1,1,5,1,1
20180,1140,1,23.01,117962,1,0,117961,240983,1,0,1,1,118322,1,19717,118352,290919,1,118321,1,1,1,1,1,1
20181,25992,1,1.77,118726,1,0,118725,124426,1,0,1,1,118425,1,120114,119076,118424,1,118422,1,1,1,3,1,1
20186,33422,1,1.77,118446,1,0,117961,255657,1,0,1,1,130607,1,21563,118471,118474,1,130606,1,1,1,12,1,1
20187,79412,1,1.77,118343,1,0,117961,117906,1,0,1,1,118261,1,7346,123125,290919,1,118259,1,1,1,2,1,1
20192,29707,1,5.31,118052,1,0,117961,117906,1,1,1,1,118322,1,4357,119742,290919,1,118321,1,1,1,69,1,1
20193,79439,1,3.54,121006,1,0,121005,125711,1,9,1,1,117948,0,57538,117945,292795,1,117946,2,1,1,2,1,0
20199,78022,1,5.31,118603,1,0,118602,118568,1,1,1,1,118570,1,58466,117920,19721,1,118568,1,1,1,1,1,1
20200,35375,1,1.77,118327,1,0,117961,117906,1,0,1,5,118322,1,2612,123901,290919,2,118321,1,1,1,10,1,1
20202,29303,1,1.77,118954,1,0,118953,135898,1,0,2,1,118570,0,70479,117941,19721,1,118568,1,1,2,2,1,0
20204,75032,1,1.77,118007,1,0,118006,122240,1,3,1,24,117900,1,72157,117941,19721,1,117899,1,1,1,1,1,1
20211,79140,1,1.77,118574,1,0,118573,129731,1,0,1,3,117948,1,46657,117945,292795,1,117946,1,1,1,1,1,1
20215,18071,2,1.77,118574,1,0,118573,126238,1,5,2,1,118943,1,7679,135245,292795,1,259173,1,1,2,2,1,1
20216,115927,1,1.77,118225,1,0,117961,143748,1,1,1,19,123047,1,7344,120663,120518,1,123045,1,1,1,1,1,1
20217,39694,1,1.77,117883,1,0,117882,117886,2,9,1,1,117880,1,50296,117884,19721,1,117879,1,1,1,2,1,1
20218,78605,1,1.77,118300,1,0,117961,117906,1,0,1,1,117908,1,7560,119195,290919,1,117905,1,1,1,1,1,1
20224,42336,1,1.77,118026,1,0,91261,117906,1,1,2,83,117908,1,16527,118202,290919,1,117905,1,1,1,1,1,1
20238,44813,1,1.77,117962,1,0,117961,304465,1,0,1,13,120619,1,5490,5488,118643,1,120618,1,1,1,1,1,1
20240,78557,1,37.17,118343,1,0,117961,170027,1,146,1,7,119851,0,15412,127705,118638,3,119849,1,1,1,3,1,0
20241,15715,1,1.77,118041,1,0,117902,280788,1,0,1,1,119082,1,59228,118623,292795,1,280788,1,2,1,8,1,1
20244,23496,1,7.08,119171,1,1,119170,127405,1,0,1,1,120346,1,4904,121747,118424,1,120344,1,1,1,1,1,1
20246,1013,1,5.31,118413,1,0,117961,117906,1,0,1,1,117908,1,36,119968,290919,1,117905,1,1,1,6,1,1
20248,78562,1,1.77,118300,1,0,117961,310997,1,2,1,15,120346,1,52100,118825,118424,1,120344,1,1,1,1,1,1
20250,41757,1,5.31,118463,1,0,118315,130219,1,0,1,1,118786,1,28253,123089,290919,1,118784,1,1,1,2,1,1
20255,44780,1,1.77,118041,1,0,117902,280788,1,0,1,1,119082,1,15575,118623,292795,1,280788,1,1,1,2,1,1
20256,23570,1,1.77,118052,1,0,117961,117906,1,1,1,1,118322,1,1350,122938,290919,1,118321,1,1,1,1,1,1
20261,25286,1,1.77,118052,1,0,117961,232183,1,27,1,1,120419,1,3608,120671,249618,1,120418,1,1,1,1,1,1
20265,6976,1,1.77,118300,1,0,117961,117906,1,6,1,2,117908,1,16974,119195,290919,1,117905,1,1,1,2,1,1
20267,80656,1,10.62,118343,1,0,117961,311441,1,0,1,1,120649,1,13782,118395,118398,1,120647,1,1,1,3,1,1
20268,35238,1,3.54,118225,1,0,117961,130134,1,0,1,2,118749,1,1331,118403,118453,1,118747,1,1,1,4,1,1
20269,41234,1,1.77,118182,1,0,118181,292195,1,2,1,2,118570,1,59000,117941,19721,1,118568,1,1,1,6,1,1
20281,6093,1,1.77,118413,1,0,117961,118448,1,0,1,1,118322,1,5369,122007,290919,1,118321,1,1,1,2,1,1
20284,41384,1,1.77,118343,1,0,117961,132693,1,0,1,1,132694,1,55805,118856,270488,1,132692,1,1,1,155,1,1
20286,45336,1,1.77,118052,1,0,117961,305057,1,0,1,1,118055,1,8204,118867,117887,1,118054,1,4,1,6,1,1
20288,45319,1,1.77,117969,1,0,117961,233714,1,0,1,1,118399,1,15421,118970,118398,1,118396,1,1,1,1,1,1
20292,41145,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,1,4189,119987,290919,1,118321,1,1,1,3,1,1
20302,42092,1,1.77,119171,1,0,119170,127405,1,0,1,5,118425,1,4904,121747,118424,1,118422,1,1,1,1,1,1
20307,78581,1,3.54,118386,1,0,117961,117906,1,1,1,1,117908,1,8026,118746,290919,1,117905,1,1,1,1,1,1
20308,3852,1,1.77,118300,1,0,117961,127160,1,1,1,2,118836,1,7915,118597,118424,1,118834,2,1,1,23,1,1
20313,73143,1,1.77,118343,1,0,117961,133686,1,0,1,3,119435,1,4838,120126,118424,1,119433,1,1,1,1,1,1
20314,18417,1,1.77,117969,1,1,117961,275449,1,7,1,2,120529,1,2569,6725,6725,1,120527,1,1,1,30,1,1
20321,33641,1,1.77,118164,1,0,118163,117879,1,0,1,1,117880,1,80413,117878,19721,1,117879,1,1,1,1,1,1
20328,34482,1,1.77,117962,1,0,117961,124424,1,1,1,2,118055,1,14952,119223,117887,1,118054,1,1,1,1,1,1
20330,6689,1,1.77,118225,1,0,117961,117906,1,0,1,1,118322,1,3800,118403,290919,1,118321,1,1,1,1,1,1
20333,4674,1,5.31,118327,1,0,117961,124402,1,0,1,4,118786,1,7547,118933,290919,1,118784,1,1,1,2,1,1
20334,17277,1,1.77,118300,1,0,117961,278014,1,0,1,1,118532,1,4727,125872,118131,1,118530,1,1,1,1,1,1
20335,34248,1,1.77,118291,1,0,118290,278266,1,1,1,8,119929,0,4100,120291,118331,1,119928,1,1,1,1,2,0
20337,17248,1,1.77,118343,1,0,117961,146026,1,4,1,1,118982,1,4998,119598,118295,2,118980,1,1,1,1,1,1
20339,40327,1,1.77,118888,1,0,118887,125826,1,1,1,1,123686,1,59035,6725,6725,3,123684,2,1,1,2,1,1
20343,99453,1,5.31,118327,1,0,117961,117906,1,30,1,1,117908,1,32457,118320,290919,1,117905,1,1,1,8,1,1
20345,1280,1,53.1,117962,1,0,117961,117906,1,1,1,1,117908,1,44062,118910,290919,1,117905,1,1,4,1,1,1
20346,80309,1,21.24,118102,1,0,117890,240782,1,2,1,1,127702,1,52916,117878,19721,1,127700,1,1,1,1,1,1
20348,28148,1,1.77,118327,1,0,117961,117906,1,0,1,1,118322,1,2612,123901,290919,1,118321,1,1,1,7,1,1
